event_time,order_id,id,category_id,Product,brand,price,user_id
2020-04-24 11:50:39 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.tablet,samsung,162.01,1515915625441990000
2020-04-24 11:50:39 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.tablet,samsung,162.01,1515915625441990000
2020-04-24 14:37:43 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,huawei,77.52,1515915625441990000
2020-04-24 14:37:43 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,huawei,77.52,1515915625441990000
2020-04-26 08:45:57 UTC,2294359932054530000,1515966223509080000,2268105426648170000,furniture.kitchen.table,maestro,39.33,1515915625441990000
2020-04-26 09:33:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,apple,1387.01,1515915625441990000
2020-04-26 09:33:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,apple,1387.01,1515915625441990000
2020-04-26 09:33:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,apple,1387.01,1515915625441990000
2020-04-26 09:33:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,apple,1387.01,1515915625441990000
2020-04-26 14:55:26 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.refrigerators,lg,462.94,1515915625441990000
2020-04-26 23:35:39 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.personal.scales,polaris,30.07,1515915625441990000
2020-04-27 07:24:51 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.video.tv,samsung,416.64,1515915625441990000
2020-04-27 14:57:22 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.components.cpu,intel,91.41,1515915625441990000
2020-04-27 14:57:22 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.components.cpu,intel,91.41,1515915625441990000
2020-04-27 14:57:22 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.components.cpu,intel,91.41,1515915625441990000
2020-04-28 03:47:48 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.notebook,asus,509.24,1515915625441990000
2020-04-28 09:01:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.monitor,samsung,254.61,1515915625441990000
2020-04-28 09:01:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.monitor,samsung,254.61,1515915625441990000
2020-04-28 11:36:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.printer,epson,164.33,1515915625441990000
2020-04-28 11:36:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.printer,epson,164.33,1515915625441990000
2020-04-28 11:36:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.printer,epson,164.33,1515915625441990000
2020-04-29 04:46:39 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,300.9,1515915625441990000
2020-04-29 06:21:53 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.kettle,tefal,7.85,1515915625441990000
2020-04-29 08:56:24 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,300.9,1515915625441990000
2020-04-29 10:38:40 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.components.memory,kingston,49.98,1515915625441990000
2020-04-29 10:46:21 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,huawei,77.52,1515915625441990000
2020-04-29 10:46:21 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,apple,203.68,1515915625441990000
2020-04-29 11:59:50 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,115.72,1515915625441990000
2020-04-29 11:59:50 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.clocks,apple,317.11,1515915625441990000
2020-04-29 12:00:59 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.video.tv,ava,162.01,1515915625441990000
2020-04-29 12:00:59 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.video.tv,ava,162.01,1515915625441990000
2020-04-29 12:05:34 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.personal.scales,polaris,21.97,1515915625441990000
2020-04-29 12:09:12 UTC,2294359932054530000,1515966223509080000,2268105426648170000,country_yard.weather_station,beurer,23.12,1515915625441990000
2020-04-29 12:09:13 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,161.78,1515915625441990000
2020-04-29 12:09:53 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.blender,polaris,43.96,1515915625441990000
2020-04-29 12:13:52 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,300.9,1515915625441990000
2020-04-29 12:17:26 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,254.61,1515915625441990000
2020-04-29 12:20:08 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,300.9,1515915625441990000
2020-04-29 12:24:04 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.personal.scales,scarlett,18.5,1515915625441990000
2020-04-29 12:25:34 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,apple,203.68,1515915625441990000
2020-04-29 12:27:02 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,apple,346.97,1515915625441990000
2020-04-29 12:27:06 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.refrigerators,caso,312.48,1515915625441990000
2020-04-29 12:27:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,856.46,1515915625441990000
2020-04-29 12:30:50 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,nokia,83.31,1515915625441990000
2020-04-29 12:31:04 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,vivo,208.31,1515915625441990000
2020-04-29 12:31:47 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.tablet,samsung,162.01,1515915625441990000
2020-04-29 12:32:44 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,huawei,138.63,1515915625441990000
2020-04-29 12:35:27 UTC,2294359932054530000,1515966223509080000,2268105426648170000,accessories.bag,kingston,6.23,1515915625441990000
2020-04-29 12:36:33 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,138.63,1515915625441990000
2020-04-29 12:37:38 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.video.tv,samsung,381.92,1515915625441990000
2020-04-29 12:42:12 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.monitor,aoc,109.24,1515915625441990000
2020-04-29 12:42:12 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.mouse,logitech,11.55,1515915625441990000
2020-04-29 12:48:36 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.iron,tefal,81,1515915625441990000
2020-04-29 12:51:31 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.mixer,maxwell,16.18,1515915625441990000
2020-04-29 12:51:36 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.mouse,logitech,77.52,1515915625441990000
2020-04-29 12:59:41 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.kettle,vitek,20.81,1515915625441990000
2020-04-29 12:59:46 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.telephone,panasonic,29.14,1515915625441990000
2020-04-29 13:02:59 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,samsung,138.87,1515915625441990000
2020-04-29 13:03:18 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.meat_grinder,moulinex,57.85,1515915625441990000
2020-04-29 13:04:58 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,sony,9.24,1515915625441990000
2020-04-29 13:14:42 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.personal.hair_cutter,imetec,20.81,1515915625441990000
2020-04-29 13:15:08 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.audio.headphone,panasonic,3.45,1515915625441990000
2020-04-29 13:23:08 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.environment.air_heater,ava,11.55,1515915625441990000
2020-04-29 13:27:58 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.notebook,lenovo,479.14,1515915625441990000
2020-04-29 13:29:33 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.smartphone,xiaomi,148.82,1515915625441990000
2020-04-29 13:31:17 UTC,2294359932054530000,1515966223509080000,2268105426648170000,kids.skates,globber,138.63,1515915625441990000
2020-04-29 13:31:33 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.washer,samsung,451.37,1515915625441990000
2020-04-29 13:31:33 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.meat_grinder,philips,115.72,1515915625441990000
2020-04-29 13:31:33 UTC,2294359932054530000,1515966223509080000,2268105426648170000,furniture.kitchen.table,rondell,20.81,1515915625441990000
2020-04-29 13:31:33 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.microwave,samsung,122.66,1515915625441990000
2020-04-29 13:31:55 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.blender,polaris,32.38,1515915625441990000
2020-04-29 13:41:10 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.mouse,razer,39.1,1515915625441990000
2020-04-29 13:41:29 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.peripherals.mouse,delux,6,1515915625441990000
2020-04-29 13:44:24 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.microwave,ava,43.96,1515915625441990000
2020-04-29 13:46:38 UTC,2294359932054530000,1515966223509080000,2268105426648170000,appliances.kitchen.mixer,polaris,46.27,1515915625441990000
2020-04-29 13:46:55 UTC,2294359932054530000,1515966223509080000,2268105426648170000,electronics.tablet,prestigio,81,1515915625441990000
2020-04-29 13:54:09 UTC,2294359932054530000,1515966223509080000,2268105426648170000,computers.notebook,asus,289.33,1515915625441990000
